x y V
-3.194656 -12.881679 0.090609
-2.988550 -12.881679 0.086905
-2.782443 -12.881679 0.082874
-2.576336 -12.881679 0.078523
-2.370229 -12.881679 0.073862
-2.164122 -12.881679 0.068902
-1.958015 -12.881679 0.063659
-1.751908 -12.881679 0.058148
-1.545802 -12.881679 0.052390
-1.339695 -12.881679 0.046404
-1.133588 -12.881679 0.040216
-0.927481 -12.881679 0.033849
-0.721374 -12.881679 0.027331
-0.515267 -12.881679 0.020691
-0.309160 -12.881679 0.013958
-0.103053 -12.881679 0.007163
0.103053 -12.881679 0.000338
0.309160 -12.881679 -0.006487
0.515267 -12.881679 -0.013279
0.721374 -12.881679 -0.020007
0.927481 -12.881679 -0.026641
1.133588 -12.881679 -0.033150
1.339695 -12.881679 -0.039506
1.545802 -12.881679 -0.045682
1.751908 -12.881679 -0.051654
1.958015 -12.881679 -0.057396
2.164122 -12.881679 -0.062889
2.370229 -12.881679 -0.068112
2.576336 -12.881679 -0.073050
2.782443 -12.881679 -0.077688
2.988550 -12.881679 -0.082013
3.194656 -12.881679 -0.086017
3.400763 -12.881679 -0.089692
3.606870 -12.881679 -0.093033
3.812977 -12.881679 -0.096037
4.019084 -12.881679 -0.098704
4.225191 -12.881679 -0.101034
4.431298 -12.881679 -0.103030
4.637405 -12.881679 -0.104697
4.843511 -12.881679 -0.106041
5.049618 -12.881679 -0.107069
5.255725 -12.881679 -0.107788
5.461832 -12.881679 -0.108210
5.667939 -12.881679 -0.108342
5.874046 -12.881679 -0.108197
6.080153 -12.881679 -0.107785
6.286260 -12.881679 -0.107118
6.492366 -12.881679 -0.106207
6.698473 -12.881679 -0.105064
6.904580 -12.881679 -0.103701
7.110687 -12.881679 -0.102131
7.316794 -12.881679 -0.100364
7.522901 -12.881679 -0.098412
7.729008 -12.881679 -0.096286
7.935115 -12.881679 -0.093998
8.141221 -12.881679 -0.091558
8.347328 -12.881679 -0.088975
8.553435 -12.881679 -0.086261
8.759542 -12.881679 -0.083424
8.965649 -12.881679 -0.080473
9.171756 -12.881679 -0.077417
9.377863 -12.881679 -0.074264
9.583969 -12.881679 -0.071021
9.790076 -12.881679 -0.067696
9.996183 -12.881679 -0.064296
10.202290 -12.881679 -0.060827
10.408397 -12.881679 -0.057296
10.614504 -12.881679 -0.053707
10.820611 -12.881679 -0.050067
11.026718 -12.881679 -0.046380
11.232824 -12.881679 -0.042651
11.438931 -12.881679 -0.038885
11.645038 -12.881679 -0.035085
11.851145 -12.881679 -0.031257
12.057252 -12.881679 -0.027403
12.263359 -12.881679 -0.023528
12.469466 -12.881679 -0.019634
12.675573 -12.881679 -0.015725
12.881679 -12.881679 -0.011804
13.087786 -12.881679 -0.007874
13.293893 -12.881679 -0.003939
13.500000 -12.881679 0.000000
-13.500000 -12.675573 0.000000
-13.293893 -12.675573 0.005174
-13.087786 -12.675573 0.010345
-12.881679 -12.675573 0.015509
-12.675573 -12.675573 0.020663
-12.469466 -12.675573 0.025803
-12.263359 -12.675573 0.030925
-12.057252 -12.675573 0.036026
-11.851145 -12.675573 0.041101
-11.645038 -12.675573 0.046147
-11.438931 -12.675573 0.051158
-11.232824 -12.675573 0.056130
-11.026718 -12.675573 0.061058
-10.820611 -12.675573 0.065937
-10.614504 -12.675573 0.070760
-10.408397 -12.675573 0.075522
-10.202290 -12.675573 0.080217
-9.996183 -12.675573 0.084836
-9.790076 -12.675573 0.089373
-9.583969 -12.675573 0.093819
-9.377863 -12.675573 0.098167
-9.171756 -12.675573 0.102407
-8.965649 -12.675573 0.106529
-8.759542 -12.675573 0.110524
-8.553435 -12.675573 0.114380
-8.347328 -12.675573 0.118087
-8.141221 -12.675573 0.121632
-7.935115 -12.675573 0.125004
-7.729008 -12.675573 0.128188
-7.522901 -12.675573 0.131172
-7.316794 -12.675573 0.133941
-7.110687 -12.675573 0.136480
-6.904580 -12.675573 0.138776
-6.698473 -12.675573 0.140811
-6.492366 -12.675573 0.142572
-6.286260 -12.675573 0.144041
-6.080153 -12.675573 0.145203
-5.874046 -12.675573 0.146042
-5.667939 -12.675573 0.146542
-5.461832 -12.675573 0.146688
-5.255725 -12.675573 0.146465
-5.049618 -12.675573 0.145858
-4.843511 -12.675573 0.144853
-4.637405 -12.675573 0.143439
-4.431298 -12.675573 0.141604
-4.225191 -12.675573 0.139338
-4.019084 -12.675573 0.136633
-3.812977 -12.675573 0.133483
-3.606870 -12.675573 0.129884
-3.400763 -12.675573 0.125833
-3.194656 -12.675573 0.121333
-2.988550 -12.675573 0.116387
-2.782443 -12.675573 0.111000
-2.576336 -12.675573 0.105184
-2.370229 -12.675573 0.098950
-2.164122 -12.675573 0.092314
-1.958015 -12.675573 0.085297
-1.751908 -12.675573 0.077920
-1.545802 -12.675573 0.070208
-1.339695 -12.675573 0.062191
-1.133588 -12.675573 0.053900
-0.927481 -12.675573 0.045369
-0.721374 -12.675573 0.036634
-0.515267 -12.675573 0.027734
-0.309160 -12.675573 0.018708
-0.103053 -12.675573 0.009599
0.103053 -12.675573 0.000449
0.309160 -12.675573 -0.008700
0.515267 -12.675573 -0.017805
0.721374 -12.675573 -0.026824
0.927481 -12.675573 -0.035715
1.133588 -12.675573 -0.044438
1.339695 -12.675573 -0.052956
1.545802 -12.675573 -0.061230
1.751908 -12.675573 -0.069229
1.958015 -12.675573 -0.076919
2.164122 -12.675573 -0.084272
2.370229 -12.675573 -0.091263
2.576336 -12.675573 -0.097870
2.782443 -12.675573 -0.104072
2.988550 -12.675573 -0.109855
3.194656 -12.675573 -0.115205
3.400763 -12.675573 -0.120113
3.606870 -12.675573 -0.124573
3.812977 -12.675573 -0.128580
4.019084 -12.675573 -0.132134
4.225191 -12.675573 -0.135236
4.431298 -12.675573 -0.137891
4.637405 -12.675573 -0.140105
4.843511 -12.675573 -0.141886
5.049618 -12.675573 -0.143244
5.255725 -12.675573 -0.144189
5.461832 -12.675573 -0.144736
5.667939 -12.675573 -0.144896
5.874046 -12.675573 -0.144685
6.080153 -12.675573 -0.144118
6.286260 -12.675573 -0.143210
6.492366 -12.675573 -0.141977
6.698473 -12.675573 -0.140435
6.904580 -12.675573 -0.138600
7.110687 -12.675573 -0.136487
7.316794 -12.675573 -0.134114
7.522901 -12.675573 -0.131494
7.729008 -12.675573 -0.128643
7.935115 -12.675573 -0.125575
8.141221 -12.675573 -0.122306
8.347328 -12.675573 -0.118847
8.553435 -12.675573 -0.115213
8.759542 -12.675573 -0.111416
8.965649 -12.675573 -0.107469
9.171756 -12.675573 -0.103381
9.377863 -12.675573 -0.099165
9.583969 -12.675573 -0.094830
9.790076 -12.675573 -0.090386
9.996183 -12.675573 -0.085842
10.202290 -12.675573 -0.081207
10.408397 -12.675573 -0.076489
10.614504 -12.675573 -0.071695
10.820611 -12.675573 -0.066833
11.026718 -12.675573 -0.061909
11.232824 -12.675573 -0.056930
11.438931 -12.675573 -0.051902
11.645038 -12.675573 -0.046829
11.851145 -12.675573 -0.041719
12.057252 -12.675573 -0.036574
12.263359 -12.675573 -0.031401
12.469466 -12.675573 -0.026204
12.675573 -12.675573 -0.020987
12.881679 -12.675573 -0.015754
13.087786 -12.675573 -0.010509
13.293893 -12.675573 -0.005256
13.500000 -12.675573 0.000000
-13.500000 -12.469466 0.000000
-13.293893 -12.469466 0.006475
-13.087786 -12.469466 0.012946
-12.881679 -12.469466 0.019408
-12.675573 -12.469466 0.025858
-12.469466 -12.469466 0.032290
-12.263359 -12.469466 0.038701
-12.057252 -12.469466 0.045085
-11.851145 -12.469466 0.051438
-11.645038 -12.469466 0.057754
-11.438931 -12.469466 0.064028
-11.232824 -12.469466 0.070253
-11.026718 -12.469466 0.076424
-10.820611 -12.469466 0.082534
-10.614504 -12.469466 0.088575
-10.408397 -12.469466 0.094540
-10.202290 -12.469466 0.100422
-9.996183 -12.469466 0.106210
-9.790076 -12.469466 0.111897
-9.583969 -12.469466 0.117471
-9.377863 -12.469466 0.122923
-9.171756 -12.469466 0.128241
-8.965649 -12.469466 0.133414
-8.759542 -12.469466 0.138428
-8.553435 -12.469466 0.143270
-8.347328 -12.469466 0.147926
-8.141221 -12.469466 0.152381
-7.935115 -12.469466 0.156620
-7.729008 -12.469466 0.160626
-7.522901 -12.469466 0.164382
-7.316794 -12.469466 0.167870
-7.110687 -12.469466 0.171073
-6.904580 -12.469466 0.173971
-6.698473 -12.469466 0.176545
-6.492366 -12.469466 0.178775
-6.286260 -12.469466 0.180641
-6.080153 -12.469466 0.182123
-5.874046 -12.469466 0.183201
-5.667939 -12.469466 0.183855
-5.461832 -12.469466 0.184065
-5.255725 -12.469466 0.183813
-5.049618 -12.469466 0.183079
-4.843511 -12.469466 0.181846
-4.637405 -12.469466 0.180099
-4.431298 -12.469466 0.177823
-4.225191 -12.469466 0.175005
-4.019084 -12.469466 0.171634
-3.812977 -12.469466 0.167704
-3.606870 -12.469466 0.163207
-3.400763 -12.469466 0.158142
-3.194656 -12.469466 0.152509
-2.988550 -12.469466 0.146313
-2.782443 -12.469466 0.139562
-2.576336 -12.469466 0.132266
-2.370229 -12.469466 0.124444
-2.164122 -12.469466 0.116113
-1.958015 -12.469466 0.107298
-1.751908 -12.469466 0.098028
-1.545802 -12.469466 0.088335
-1.339695 -12.469466 0.078254
-1.133588 -12.469466 0.067826
-0.927481 -12.469466 0.057094
-0.721374 -12.469466 0.046103
-0.515267 -12.469466 0.034902
-0.309160 -12.469466 0.023543
-0.103053 -12.469466 0.012078
0.103053 -12.469466 0.000560
0.309160 -12.469466 -0.010957
0.515267 -12.469466 -0.022417
0.721374 -12.469466 -0.033769
0.927481 -12.469466 -0.044958
1.133588 -12.469466 -0.055934
1.339695 -12.469466 -0.066650
1.545802 -12.469466 -0.077057
1.751908 -12.469466 -0.087114
1.958015 -12.469466 -0.096780
2.164122 -12.469466 -0.106020
2.370229 -12.469466 -0.114802
2.576336 -12.469466 -0.123096
2.782443 -12.469466 -0.130880
2.988550 -12.469466 -0.138133
3.194656 -12.469466 -0.144839
3.400763 -12.469466 -0.150987
3.606870 -12.469466 -0.156569
3.812977 -12.469466 -0.161580
4.019084 -12.469466 -0.166020
4.225191 -12.469466 -0.169891
4.431298 -12.469466 -0.173199
4.637405 -12.469466 -0.175952
4.843511 -12.469466 -0.178160
5.049618 -12.469466 -0.179836
5.255725 -12.469466 -0.180996
5.461832 -12.469466 -0.181654
5.667939 -12.469466 -0.181828
5.874046 -12.469466 -0.181536
6.080153 -12.469466 -0.180799
6.286260 -12.469466 -0.179634
6.492366 -12.469466 -0.178063
6.698473 -12.469466 -0.176106
6.904580 -12.469466 -0.173782
7.110687 -12.469466 -0.171113
7.316794 -12.469466 -0.168116
7.522901 -12.469466 -0.164813
7.729008 -12.469466 -0.161222
7.935115 -12.469466 -0.157361
8.141221 -12.469466 -0.153249
8.347328 -12.469466 -0.148901
8.553435 -12.469466 -0.144335
8.759542 -12.469466 -0.139566
8.965649 -12.469466 -0.134610
9.171756 -12.469466 -0.129480
9.377863 -12.469466 -0.124190
9.583969 -12.469466 -0.118752
9.790076 -12.469466 -0.113180
9.996183 -12.469466 -0.107483
10.202290 -12.469466 -0.101674
10.408397 -12.469466 -0.095762
10.614504 -12.469466 -0.089756
10.820611 -12.469466 -0.083665
11.026718 -12.469466 -0.077498
11.232824 -12.469466 -0.071262
11.438931 -12.469466 -0.064966
11.645038 -12.469466 -0.058615
11.851145 -12.469466 -0.052217
12.057252 -12.469466 -0.045777
12.263359 -12.469466 -0.039301
12.469466 -12.469466 -0.032796
12.675573 -12.469466 -0.026266
12.881679 -12.469466 -0.019716
13.087786 -12.469466 -0.013152
13.293893 -12.469466 -0.006578
13.500000 -12.469466 0.000000
-13.500000 -12.263359 0.000000
-13.293893 -12.263359 0.007780
-13.087786 -12.263359 0.015556
-12.881679 -12.263359 0.023321
-12.675573 -12.263359 0.031072
-12.469466 -12.263359 0.038802
-12.263359 -12.263359 0.046506
-12.057252 -12.263359 0.054179
-11.851145 -12.263359 0.061815
-11.645038 -12.263359 0.069408
-11.438931 -12.263359 0.076950
-11.232824 -12.263359 0.084435
-11.026718 -12.263359 0.091856
-10.820611 -12.263359 0.099204
-10.614504 -12.263359 0.106472
-10.408397 -12.263359 0.113649
-10.202290 -12.263359 0.120727
-9.996183 -12.263359 0.127694
-9.790076 -12.263359 0.134541
-9.583969 -12.263359 0.141254
-9.377863 -12.263359 0.147822
-9.171756 -12.263359 0.154230
-8.965649 -12.263359 0.160465
-8.759542 -12.263359 0.166512
-8.553435 -12.263359 0.172354
-8.347328 -12.263359 0.177974
-8.141221 -12.263359 0.183355
-7.935115 -12.263359 0.188478
-7.729008 -12.263359 0.193323
-7.522901 -12.263359 0.197869
-7.316794 -12.263359 0.202095
-7.110687 -12.263359 0.205980
-6.904580 -12.263359 0.209500
-6.698473 -12.263359 0.212632
